flow,compartment,unit,amount
Lead,Resources / Resources from ground,kilogram,3.612778877325741e-06
Potassium-40,air,kilo Becquerel,3.355886252372743e-06
lake water,Resources / Resources from water,cubic meter,3.3484589453758372e-06
Calcium,Emissions / Emissions to air,kilogram,3.3475573737558784e-06
Propane,Emissions / Emissions to air,kilogram,3.3400155989509756e-06
Uranium-238,Emissions / Emissions to water,kilo Becquerel,3.2693805722648264e-06
Strontium,Emissions / Emissions to water,kilogram,3.2338901076425667e-06
Nitrogen,air,kilogram,3.212934774240554e-06
"DOC, Dissolved Organic Carbon",water,kilogram,3.137178577600249e-06
Strontium,Emissions / Emissions to water,kilogram,3.113393647813089e-06
Benzene,Emissions / Emissions to air,kilogram,3.056209004360328e-06
Particles (PM10),Emissions / Emissions to air,kilogram,2.9665325636928594e-06
From Shrub Land,Land use / Land transformation,square meter,2.9013887523177967e-06
Phosphorus,Resources / Resources from ground,kilogram,2.8871809400021074e-06
Chloride,Emissions / Emissions to water,kilogram,2.862766736717542e-06
Sodium,soil,kilogram,2.8480617553779916e-06
iron,Emissions / Emissions to soil,kilogram,2.772021447903355e-06
vanadium,Emissions / Emissions to water,kilogram,2.7392978941572952e-06
Ammonia,Emissions / Emissions to air,kilogram,2.71051001824003e-06
Barium sulfate,Emissions / Emissions to water,kilogram,2.661865239131163e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,2.6132819124664713e-06
Water,Emissions / Emissions to water,cubic meter,2.5705554333592762e-06
Thorium-232,emissions to water / river,kilo Becquerel,2.5594884740168413e-06
Carbonate Ion,water,kilogram,2.5440730077150757e-06
Aluminium,Emissions / Emissions to water,kilogram,2.531397878476674e-06
Ammonium,Emissions / Emissions to water,kilogram,2.4469483348222653e-06
To Water Bodies,land use,square meter,2.4349965060776977e-06
Ammonia,Emissions / Emissions to air,kilogram,2.425530654151678e-06
Chloride,Emissions / Emissions to soil,kilogram,2.344110573794436e-06
Sand,soil,kilogram,2.3327395181763016e-06
Formaldehyde,Emissions / Emissions to air,kilogram,2.330957947460325e-06
Silicon,Emissions / Emissions to air,kilogram,2.2926547230180865e-06
Carbonate Ion,water,kilogram,2.242958706378659e-06
"Permanent Crops, Non-irrigated, Intensive",Land use / Land occupation,square meter-year,2.2123472418228647e-06
Particles (> PM10),air,kilogram,2.2091462851114194e-06
Thorium-234,air,kilo Becquerel,2.1763748688449966e-06
Protactinium-234,air,kilo Becquerel,2.174984202542871e-06
Radium-228,air,kilo Becquerel,2.0929299143156174e-06
Chemical Oxygen Demand,water,kilogram,1.983746048713693e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,1.966918572278523e-06
Butane,Emissions / Emissions to air,kilogram,1.961717178130467e-06
fluorane,Emissions / Emissions to air,kilogram,1.950048744283157e-06
Sodium sulfate,resources / in ground,kilogram,1.9299660352127703e-06
Chromium VI,"emissions to water / groundwater, long-term",kilogram,1.8403780248466294e-06
