flow,compartment,unit,amount
Potassium,soil,kilogram,3.305149144738376e-08
Nitrous Oxide,Emissions / Emissions to air,kilogram,3.289117098589596e-08
Uranium-238,Emissions / Emissions to air,kilo Becquerel,3.1891253906833495e-08
Nitrogen,air,kilogram,3.1439854696699636e-08
Phenol,Emissions / Emissions to water,kilogram,3.0930992184929466e-08
Pentane,Emissions / Emissions to air,kilogram,3.059668489159046e-08
Thorium-232,emissions to water / river,kilo Becquerel,3.017854295615508e-08
Manganese(2+),Emissions / Emissions to water,kilogram,2.917044725510338e-08
Iron,Emissions / Emissions to air,kilogram,2.887766558744626e-08
Benzene,Emissions / Emissions to water,kilogram,2.8770413561543862e-08
Ammonia,Emissions / Emissions to air,kilogram,2.863774499937332e-08
Chromium VI,"emissions to water / groundwater, long-term",kilogram,2.8068637830806567e-08
2-hydroxybenzonitrile,Emissions / Emissions to air,kilogram,2.7003651316203626e-08
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,2.6068195169057385e-08
Particles (> PM10),air,kilogram,2.5930421446805373e-08
Uranium-234,Emissions / Emissions to air,kilo Becquerel,2.5779732747480656e-08
Fluoride Ion,Emissions / Emissions to water,kilogram,2.4969040907176187e-08
"Water, salt, sole",resources / in water,cubic meter,2.295063684654158e-08
Chlorate ion,Emissions / Emissions to water,kilogram,2.179836019516119e-08
Pentane,Emissions / Emissions to air,kilogram,2.1509876726267402e-08
Hexane,Emissions / Emissions to air,kilogram,2.055238710119954e-08
To Inland Water Bodies,land use,square meter,2.015250461509239e-08
Cesium-137,Emissions / Emissions to water,kilo Becquerel,1.924644624743413e-08
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",water,kilogram,1.779482254127143e-08
Manganese,Emissions / Emissions to water,kilogram,1.7329648061701e-08
Phosphate,Emissions / Emissions to water,kilogram,1.6878367400910774e-08
Hexane,Emissions / Emissions to air,kilogram,1.68479077616089e-08
"Agriculture, Mosaic",Land use / Land occupation,square meter-year,1.616262655411006e-08
Iodine-129,Emissions / Emissions to air,kilo Becquerel,1.6063105604872164e-08
Toluene,Emissions / Emissions to water,kilogram,1.60423689498745e-08
"To Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,1.5970894755000164e-08
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,1.5944612036798655e-08
Benzene,Emissions / Emissions to air,kilogram,1.571303237590713e-08
Particles (PM10),Emissions / Emissions to air,kilogram,1.5558252561776385e-08
Colemanite,soil,kilogram,1.5344938026256694e-08
Zinc,Emissions / Emissions to air,kilogram,1.5281517688611497e-08
Silicon,Emissions / Emissions to air,kilogram,1.4836137437563814e-08
Benzene,Emissions / Emissions to water,kilogram,1.4607009146065969e-08
lead,Emissions / Emissions to water,kilogram,1.4303396862446003e-08
iron,Emissions / Emissions to air,kilogram,1.4137407460130752e-08
"Energy, Geothermal, Converted",natural resource,megajoule,1.4096903743943505e-08
Kaolinite,soil,kilogram,1.3893332792680154e-08
Waste water/m3,emissions to water / unspecified,cubic meter,1.370379680035436e-08
Xenon-138,air,kilo Becquerel,1.3593025460052523e-08
"Urban, Discontinuously Built",Land use / Land occupation,square meter-year,1.347554869286044e-08
Xylene,Emissions / Emissions to water,kilogram,1.3388441867574711e-08
fluorane,Emissions / Emissions to air,kilogram,1.3259413270171789e-08
Scandium,"emissions to water / groundwater, long-term",kilogram,1.316023806446772e-08
Propane,Emissions / Emissions to air,kilogram,1.3082805395817053e-08
Potassium,air,kilogram,1.3006081565251843e-08
Formaldehyde,Emissions / Emissions to air,kilogram,1.3002135633207159e-08
Aluminium,Emissions / Emissions to air,kilogram,1.300073188628492e-08
"Oils, Unspecified",Emissions / Emissions to water,kilogram,1.2700485354406444e-08
Sodium chloride,resources / in water,kilogram,1.256618323275208e-08
Iron,Emissions / Emissions to soil,kilogram,1.2389623503971113e-08
Xenon-137,air,kilo Becquerel,1.238175204115557e-08
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,1.23278992792823e-08
Manganese,Emissions / Emissions to air,kilogram,1.2323311366031432e-08
Sulfur,Emissions / Emissions to water,kilogram,1.2013881241721e-08
Sulfate Ion,air,kilogram,1.1970618376568322e-08
Carbon disulfide,Emissions / Emissions to air,kilogram,1.193195504533878e-08
tin,Emissions / Emissions to water,kilogram,1.1816407429782284e-08
Butane,Emissions / Emissions to air,kilogram,1.1722909190344161e-08
