flow,compartment,unit,amount
Nickel,Emissions / Emissions to water,kilogram,5.459746296463223e-06
Water,Emissions / Emissions to water,cubic meter,5.4477794163622375e-06
iron,Emissions / Emissions to soil,kilogram,5.4011728426525665e-06
"1,3-Butadiene",Emissions / Emissions to air,kilogram,5.31455164221328e-06
Sand,soil,kilogram,5.19243365814885e-06
iron,Emissions / Emissions to air,kilogram,5.155500905690563e-06
Argon-41,air,kilo Becquerel,5.06196123031831e-06
Strontium,Emissions / Emissions to water,kilogram,5.01427478637899e-06
Sodium chloride,resources / in water,kilogram,4.99914865396451e-06
From Dump Site,Land use / Land transformation,square meter,4.956345817029424e-06
Aluminium,Emissions / Emissions to air,kilogram,4.7409883650847135e-06
Uranium-238,Emissions / Emissions to air,kilo Becquerel,4.386290499312977e-06
Sulfate Ion,air,kilogram,4.365336022844057e-06
Fluoride Ion,Emissions / Emissions to water,kilogram,4.302127847386161e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,4.177590816968796e-06
Carbonate Ion,water,kilogram,4.141531361929231e-06
Ammonium,Emissions / Emissions to water,kilogram,4.140631178819569e-06
Kieserite,soil,kilogram,4.105710800895728e-06
Propane,Emissions / Emissions to air,kilogram,4.019284878768967e-06
To Inland Water Bodies,land use,square meter,3.937659793583803e-06
Boron,Emissions / Emissions to water,kilogram,3.93080974091521e-06
Pentane,Emissions / Emissions to air,kilogram,3.922319313270472e-06
Bromine,Emissions / Emissions to water,kilogram,3.917536288214063e-06
Carbon disulfide,Emissions / Emissions to air,kilogram,3.897092682257904e-06
Ammonium,Emissions / Emissions to water,kilogram,3.85692423665825e-06
Butane,Emissions / Emissions to air,kilogram,3.829178543218975e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,3.782427878327103e-06
"Carboxylic Acids, Unspecified",water,kilogram,3.712748014307138e-06
Thorium-232,emissions to water / river,kilo Becquerel,3.6506525147310957e-06
Ozone,air,kilogram,3.560600855371276e-06
tin,Emissions / Emissions to water,kilogram,3.5362904837633323e-06
From Industrial Area,Land use / Land transformation,square meter,3.433064166822503e-06
Hydrogen,air,kilogram,3.389462812779093e-06
fluorane,Emissions / Emissions to air,kilogram,3.351288915084567e-06
Hydrogen Sulfide,Emissions / Emissions to air,kilogram,3.326875624755474e-06
Heptane,Emissions / Emissions to air,kilogram,3.3001002766869205e-06
To Pasture/meadow,Land use / Land transformation,square meter,3.271928667153754e-06
To Unspecified,Land use / Land transformation,square meter,3.2541068043473394e-06
Hydrogen Chloride,Emissions / Emissions to air,kilogram,3.242908101214639e-06
Formaldehyde,Emissions / Emissions to air,kilogram,3.2307755001145003e-06
Ammonium,Emissions / Emissions to water,kilogram,3.20381032032302e-06
Acetaldehyde,Emissions / Emissions to water,kilogram,3.180548296358639e-06
Polycyclic Aromatic Hydrocarbons,Emissions / Emissions to water,kilogram,3.119731638954634e-06
Pentane,Emissions / Emissions to air,kilogram,3.1058933290281334e-06
Chromium VI,"emissions to water / groundwater, long-term",kilogram,3.049889879069979e-06
Aluminium,Emissions / Emissions to water,kilogram,3.0453331300399185e-06
Ethyl Acetate,Emissions / Emissions to air,kilogram,3.0212493844696344e-06
