flow,compartment,unit,amount
ammonium,Emissions / Emissions to water,kilogram,8.193101586392897e-06
Iodine-129,Emissions / Emissions to air,kilo Becquerel,8.151164537352146e-06
From Dump Site,Land use / Land transformation,square meter,7.876589992238869e-06
Thorium-228,air,kilo Becquerel,7.798357397321845e-06
"Agriculture, Mosaic",Land use / Land occupation,square meter-year,7.76969657325713e-06
Barium(2+),Emissions / Emissions to water,kilogram,7.501142296669408e-06
cobalt,Emissions / Emissions to water,kilogram,7.356678787916465e-06
Particles (PM10),Emissions / Emissions to air,kilogram,7.2293303932865555e-06
Bromine,natural resource,kilogram,6.634659871976938e-06
iron,Emissions / Emissions to air,kilogram,6.56911766220796e-06
Formaldehyde,Emissions / Emissions to air,kilogram,6.553063779385459e-06
"To Traffic Area, Rail Network",Land use / Land transformation,square meter,6.516607297058366e-06
Hexane,Emissions / Emissions to air,kilogram,6.413128709889343e-06
sulfur,Emissions / Emissions to soil,kilogram,6.387688228997714e-06
Sodium chloride,resources / in water,kilogram,6.352301008962871e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,6.319221790226891e-06
Acetic Acid,Emissions / Emissions to air,kilogram,6.0514888649953694e-06
Aluminium,Emissions / Emissions to air,kilogram,6.040947714695459e-06
Iron,Emissions / Emissions to air,kilogram,5.797651162804324e-06
Water,air,cubic meter,5.774228627360839e-06
Butane,Emissions / Emissions to air,kilogram,5.7665580093185255e-06
"Energy, Geothermal, Converted",natural resource,megajoule,5.694462730611932e-06
To Pasture/meadow,Land use / Land transformation,square meter,5.624515939216936e-06
Bromide ion,Emissions / Emissions to water,kilogram,5.620206309445151e-06
Sulfate Ion,air,kilogram,5.562292828980705e-06
Thorium-232,emissions to air / high. pop.,kilo Becquerel,5.531790859796913e-06
"Oils, unspecified",Emissions / Emissions to soil,kilogram,5.395836367033221e-06
Cumene,Emissions / Emissions to water,kilogram,5.389076113394799e-06
Barium(2+),Emissions / Emissions to soil,kilogram,5.32307320914293e-06
Methanol,Emissions / Emissions to air,kilogram,5.295948417733322e-06
Fluoride Ion,Emissions / Emissions to water,kilogram,5.112326221057263e-06
Iron,Emissions / Emissions to soil,kilogram,4.997990070576912e-06
To Inland Water Bodies,land use,square meter,4.9538120552711235e-06
Toluene,Emissions / Emissions to air,kilogram,4.950993533503836e-06
Propylene,Emissions / Emissions to air,kilogram,4.875556887881849e-06
Particles (PM2.5),Emissions / Emissions to air,kilogram,4.819553703247963e-06
vanadium,Emissions / Emissions to water,kilogram,4.808322183523045e-06
Iodide Ion,Emissions / Emissions to water,kilogram,4.710827395819941e-06
Benzene,Emissions / Emissions to water,kilogram,4.690967160198358e-06
Ozone,air,kilogram,4.5996472119089504e-06
Argon-41,air,kilo Becquerel,4.461717742327756e-06
"Noise, aircraft, freight",non material emissions / unspecified,ton kilometer,4.326302536105239e-06
Bromate,Emissions / Emissions to water,kilogram,4.256742148452517e-06
"Acidity, unspecified",emissions to water / river,kilogram,4.129941030571811e-06
Fluoride Ion,Emissions / Emissions to water,kilogram,4.069661042697045e-06
Benzene,Emissions / Emissions to air,kilogram,4.014672660217215e-06
"Hydrocarbons, Chlorinated",air,kilogram,3.983749583513261e-06
Acetylene,Emissions / Emissions to air,kilogram,3.972258121326821e-06
To Shrub Land,Land use / Land transformation,square meter,3.965691398728406e-06
Aluminium,Emissions / Emissions to water,kilogram,3.926004002146769e-06
