flow,compartment,unit,amount
From Unspecified,Land use / Land transformation,square meter,1.989221371091279e-06
"Urban, Discontinuously Built",Land use / Land occupation,square meter-year,1.9710521228612655e-06
Sodium sulfate,resources / in ground,kilogram,1.935547238110444e-06
Sodium,soil,kilogram,1.9003241114637052e-06
iron,Emissions / Emissions to soil,kilogram,1.88525107703561e-06
Zinc,Resources / Resources from ground,kilogram,1.8103784756771546e-06
Uranium alpha,emissions to water / lake,kilo Becquerel,1.8063589312754784e-06
"Carbon, organic, in soil or biomass stock",resources / in ground,kilogram,1.7639687882065835e-06
Water,Emissions / Emissions to water,cubic meter,1.724358781144876e-06
Propane,Emissions / Emissions to air,kilogram,1.7230182018215003e-06
Chloride,Emissions / Emissions to soil,kilogram,1.7032036812349178e-06
"Radioactive Species, Other Beta Emitters",air,kilo Becquerel,1.6861071260501368e-06
Carbonate Ion,water,kilogram,1.6418171511673904e-06
Sodium,water,kilogram,1.543703710324123e-06
Hydrogen,air,kilogram,1.5377188579004454e-06
Calcium,Emissions / Emissions to water,kilogram,1.5180639287758296e-06
From Shrub Land,Land use / Land transformation,square meter,1.4970988032220023e-06
"Carboxylic Acids, Unspecified",water,kilogram,1.4798241049530747e-06
Tert-butyl Methyl Ether,Emissions / Emissions to air,kilogram,1.4677809337875657e-06
Nitrous Oxide,Emissions / Emissions to air,kilogram,1.4516488830375576e-06
Pentane,Emissions / Emissions to air,kilogram,1.4297223136119692e-06
Iron,Emissions / Emissions to water,kilogram,1.4295220328505862e-06
Hexane,Emissions / Emissions to air,kilogram,1.4176235699195634e-06
Titanium,Resources / Resources from ground,kilogram,1.4075124037510968e-06
Xenon-133,Emissions / Emissions to air,kilo Becquerel,1.3521541331407378e-06
Ammonium,Emissions / Emissions to water,kilogram,1.2940165492161116e-06
"From Forest, Natural",Land use / Land transformation,square meter,1.2782249167579052e-06
"Noise, aircraft, passenger",non material emissions / unspecified,person kilometer,1.2780938034681945e-06
Methane (biogenic),Emissions / Emissions to air,kilogram,1.2543158564692987e-06
"Solids, Inorganic",water,kilogram,1.2244906889940988e-06
Krypton-88,air,kilo Becquerel,1.1756182890828222e-06
Propane,Emissions / Emissions to air,kilogram,1.094407648888136e-06
Butane,Emissions / Emissions to air,kilogram,1.0850261020590058e-06
Krypton-87,air,kilo Becquerel,1.0839065380813636e-06
"Carboxylic Acids, Unspecified",water,kilogram,1.0608096987233493e-06
fluoride,Emissions / Emissions to water,kilogram,1.0530387902229588e-06
Ammonium,Emissions / Emissions to water,kilogram,1.0311589593921863e-06
Hexane,Emissions / Emissions to air,kilogram,1.0296240378099654e-06
To Industrial Area,Land use / Land transformation,square meter,1.022513005504339e-06
Barium,Emissions / Emissions to water,kilogram,1.0176173179476535e-06
Polonium-210,Emissions / Emissions to air,kilo Becquerel,1.0095621264091123e-06
"Organic carbon, placed in landfill",resources / in ground,kilogram,1.0020246555399262e-06
Radon-220,air,kilo Becquerel,9.95558698898026e-07
Uranium-238,Emissions / Emissions to water,kilo Becquerel,9.940810191536012e-07
aluminium,Emissions / Emissions to soil,kilogram,9.425985197995631e-07
Particles (PM2.5),Emissions / Emissions to air,kilogram,9.20936480062341e-07
"To Traffic Area, Road Network",Land use / Land transformation,square meter,9.096545946851645e-07
strontium,Emissions / Emissions to water,kilogram,9.090199767354516e-07
lake water,Resources / Resources from water,cubic meter,8.895389323020091e-07
Xenon-135,air,kilo Becquerel,8.73010479264662e-07
Phosphate,Emissions / Emissions to water,kilogram,8.247457641337481e-07
Xenon-137,air,kilo Becquerel,8.21686128269473e-07
To Forest,Land use / Land transformation,square meter,8.053858780451236e-07
Xenon-133m,air,kilo Becquerel,7.97202904985579e-07
Particles (> PM10),air,kilogram,7.70986067641477e-07
"Permanent Crops, Non-irrigated, Intensive",Land use / Land occupation,square meter-year,7.677014534481613e-07
Toluene,Emissions / Emissions to air,kilogram,7.608376071404746e-07
Magnesium,Emissions / Emissions to soil,kilogram,7.540789053573405e-07
Barium(2+),Emissions / Emissions to water,kilogram,7.474529735982796e-07
Ammonia,Emissions / Emissions to air,kilogram,7.330738831555851e-07
zinc,Emissions / Emissions to water,kilogram,7.143362324396364e-07
Nitrous Oxide,Emissions / Emissions to air,kilogram,6.852902843439024e-07
nickel,Emissions / Emissions to water,kilogram,6.795786718629522e-07
Ethyl Benzene,Emissions / Emissions to air,kilogram,6.168023675565682e-07
Sulfur,Emissions / Emissions to water,kilogram,6.114327983276797e-07
Particles (PM10),Emissions / Emissions to air,kilogram,6.079248332769231e-07
Lead-210,Emissions / Emissions to air,kilo Becquerel,6.000693648718305e-07
Radium-226,Emissions / Emissions to air,kilo Becquerel,5.942951808713612e-07
Helium,air,kilogram,5.694586449585064e-07
sulfur,Emissions / Emissions to soil,kilogram,5.655591202995302e-07
Methane (biogenic),Emissions / Emissions to air,kilogram,5.458846959914719e-07
Hydrogen Chloride,Emissions / Emissions to air,kilogram,5.439339458666824e-07
Molybdenum,Resources / Resources from ground,kilogram,5.288554981309292e-07
Chloride,Emissions / Emissions to water,kilogram,5.178185099425404e-07
Ethane,Emissions / Emissions to air,kilogram,5.120035445092307e-07
Uranium-235,Emissions / Emissions to water,kilo Becquerel,4.819096683725366e-07
Barium(2+),Emissions / Emissions to soil,kilogram,4.7129925191755196e-07
Chemical Oxygen Demand,water,kilogram,4.643237799802399e-07
Uranium alpha,emissions to air / low. pop.,kilo Becquerel,4.6088065709153476e-07
Iodide Ion,Emissions / Emissions to water,kilogram,4.5901710467148163e-07
titanium,Emissions / Emissions to water,kilogram,4.424408278819596e-07
Ammonia,Emissions / Emissions to air,kilogram,4.0372179507212445e-07
Sulfate Ion,air,kilogram,4.0101414065304927e-07
Biological Oxygen Demand,water,kilogram,3.9991973457231897e-07
Benzene,Emissions / Emissions to air,kilogram,3.9499249239235467e-07
Aluminium,Emissions / Emissions to water,kilogram,3.932791236256101e-07
Total Organic Carbon,water,kilogram,3.7852445231826763e-07
Iodide Ion,Emissions / Emissions to water,kilogram,3.529695970777775e-07
Shrub Land,Land use / Land occupation,square meter-year,3.4663652502926804e-07
Potassium,soil,kilogram,3.299239610383898e-07
Particles (> PM10),air,kilogram,3.2736655630704987e-07
Particles (PM10),Emissions / Emissions to air,kilogram,3.2018856699932184e-07
Krypton-89,air,kilo Becquerel,3.0924209648603175e-07
"Hydrocarbons, Aromatic",Emissions / Emissions to air,kilogram,3.0737813442067833e-07
Lead,Resources / Resources from ground,kilogram,3.0654206207620957e-07
boron,Emissions / Emissions to water,kilogram,3.0072025508349456e-07
To Water Bodies,land use,square meter,2.9817100073252034e-07
"Wood, soft, standing",resources / biotic,cubic meter,2.951854955650801e-07
Uranium-234,Emissions / Emissions to water,kilo Becquerel,2.8545912474338816e-07
Aluminium,Emissions / Emissions to air,kilogram,2.832763016206274e-07
Hydrogen-3,Emissions / Emissions to air,kilo Becquerel,2.818908354132023e-07
Bromine,Emissions / Emissions to water,kilogram,2.758174510329949e-07
Potassium-40,water,kilo Becquerel,2.7507026321570487e-07
Ethane,Emissions / Emissions to air,kilogram,2.7121116812353727e-07
Heptane,Emissions / Emissions to air,kilogram,2.708509512432438e-07
Uranium-238,Emissions / Emissions to air,kilo Becquerel,2.614838735300759e-07
Hydrogen Chloride,Emissions / Emissions to air,kilogram,2.5975927293228273e-07
Sulfide ion,water,kilogram,2.538065429965556e-07
