flow,compartment,unit,amount
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,4.6773336075387915e-07
"To Traffic Area, Road Network",Land use / Land transformation,square meter,4.606280372055951e-07
Hexane,Emissions / Emissions to air,kilogram,4.483404482294518e-07
Particles (> PM10),air,kilogram,4.327058553891666e-07
"DOC, Dissolved Organic Carbon",water,kilogram,4.326349757707201e-07
Nitrous Oxide,Emissions / Emissions to air,kilogram,4.0863028266608145e-07
Thorium-232,emissions to water / river,kilo Becquerel,3.999819953428015e-07
Phosphorus,Emissions / Emissions to soil,kilogram,3.93090212080806e-07
Fluoride Ion,Emissions / Emissions to soil,kilogram,3.930889459310145e-07
Barium,Emissions / Emissions to water,kilogram,3.90511318836101e-07
From Mineral Extraction Site,Land use / Land transformation,square meter,3.80202346505584e-07
Propane,Emissions / Emissions to air,kilogram,3.416226783612717e-07
Ethyl Benzene,Emissions / Emissions to water,kilogram,3.4131661755455416e-07
Butane,Emissions / Emissions to air,kilogram,3.288060315306725e-07
From Dump Site,Land use / Land transformation,square meter,3.2707405553004455e-07
Thorium-228,air,kilo Becquerel,3.232075419974249e-07
Thorium-230,Emissions / Emissions to air,kilo Becquerel,3.1550169183234866e-07
manganese,Emissions / Emissions to soil,kilogram,3.1447213751850884e-07
Cesium-137,Emissions / Emissions to water,kilo Becquerel,2.9939003725117085e-07
Iodine-129,Emissions / Emissions to air,kilo Becquerel,2.8817069329457444e-07
Polycyclic Aromatic Hydrocarbons,Emissions / Emissions to water,kilogram,2.797319762156487e-07
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,2.7949049420364987e-07
Chromium,Emissions / Emissions to air,kilogram,2.776514271754733e-07
To Shrub Land,Land use / Land transformation,square meter,2.6791497842058026e-07
Chlorate ion,Emissions / Emissions to water,kilogram,2.6584122384892865e-07
Particles (PM10),Emissions / Emissions to air,kilogram,2.596234986121534e-07
Colemanite,soil,kilogram,2.5082723010813057e-07
Gypsum,resources / in ground,kilogram,2.399980160888643e-07
