flow,compartment,unit,amount
To Pasture/meadow,Land use / Land transformation,square meter,0.0012717409008908016
Butane,Emissions / Emissions to air,kilogram,0.0012137502154321517
From Mineral Extraction Site,Land use / Land transformation,square meter,0.0012046451582269366
Barium(2+),Emissions / Emissions to soil,kilogram,0.0012009820917530765
"From Traffic Area, Rail/road Embankment",Land use / Land transformation,square meter,0.001193589639020221
Carbon disulfide,Emissions / Emissions to air,kilogram,0.0011904063107064618
To Inland Water Bodies,land use,square meter,0.0011553348446818761
Methanol,Emissions / Emissions to air,kilogram,0.0011056431605460403
Polonium-210,water,kilo Becquerel,0.0011009858654967555
Particles (> PM10),air,kilogram,0.001083716840000771
Iodide Ion,Emissions / Emissions to water,kilogram,0.001072219691597415
Boron,Emissions / Emissions to water,kilogram,0.0010410390634739855
"Energy, Geothermal, Converted",natural resource,megajoule,0.0010226888933650804
Potassium,water,kilogram,0.0010144468575391387
Vanadium(2+),Emissions / Emissions to air,kilogram,0.0009814414419598314
Fluoride Ion,Emissions / Emissions to water,kilogram,0.0009796530757083233
Helium,air,kilogram,0.0009405630639935372
"Actinides, Radioactive, Unspecified",water,kilo Becquerel,0.0009405535884322722
Hexane,Emissions / Emissions to air,kilogram,0.0009154366753274949
Aluminium,Emissions / Emissions to water,kilogram,0.0008797091518762828
Formaldehyde,Emissions / Emissions to air,kilogram,0.0008721010504309288
Thorium-230,Emissions / Emissions to air,kilo Becquerel,0.0008715053980217065
Iron,Emissions / Emissions to air,kilogram,0.0008627759891725518
Xenon-138,air,kilo Becquerel,0.0008608169881910863
Colemanite,soil,kilogram,0.0008561983673665581
Particles (> PM10),air,kilogram,0.0008444154371595754
Potassium,soil,kilogram,0.0008408145786753201
tin,Emissions / Emissions to water,kilogram,0.0008103325739014243
Xenon-137,air,kilo Becquerel,0.0007841096547578445
"Wood, hard, standing",resources / biotic,cubic meter,0.0007442040731436002
Iodide Ion,Emissions / Emissions to water,kilogram,0.000737626027324241
Copper,Emissions / Emissions to water,kilogram,0.000733868731130492
Sulfide ion,water,kilogram,0.000723524050734841
Butane,Emissions / Emissions to air,kilogram,0.0007085607365085477
Nitrogen,air,kilogram,0.0006740155395066044
Chromium,Emissions / Emissions to air,kilogram,0.0006737516395260455
Bromine,Emissions / Emissions to water,kilogram,0.0006443790614675501
Chromium-51,water,kilo Becquerel,0.0006309997773017134
vanadium,Emissions / Emissions to water,kilogram,0.0006117790558769065
Hydrogen,air,kilogram,0.0006041235272611513
Iodine-129,Emissions / Emissions to air,kilo Becquerel,0.0005798357996489363
Benzene,Emissions / Emissions to air,kilogram,0.0005724961760662634
Potassium-40,air,kilo Becquerel,0.0005698005800357859
lead,Emissions / Emissions to water,kilogram,0.0005515234777118595
Iron,Emissions / Emissions to water,kilogram,0.000536504832701403
Aluminium,Emissions / Emissions to water,kilogram,0.0005344424322123531
Bromine,Emissions / Emissions to water,kilogram,0.0005337963987879568
Sulfur,Resources / Resources from ground,kilogram,0.0005308022734711602
Magnesium,natural resource,kilogram,0.000521110611306453
Chromium VI,"emissions to water / groundwater, long-term",kilogram,0.0005131475881853084
Particles (PM10),Emissions / Emissions to air,kilogram,0.000506649253113895
Chloroacetic Acid,Emissions / Emissions to water,kilogram,0.000501983926296793
2-hydroxybenzonitrile,Emissions / Emissions to air,kilogram,0.0004972906111743162
arsenic,Emissions / Emissions to water,kilogram,0.0004921568220321929
Benzene,Emissions / Emissions to air,kilogram,0.0004884941774433487
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,0.0004883409466513516
To Unspecified,Land use / Land transformation,square meter,0.00046383341232637414
iron,Emissions / Emissions to air,kilogram,0.00046037991136695805
Formaldehyde,Emissions / Emissions to air,kilogram,0.0004556702317541858
"Oils, Unspecified",Emissions / Emissions to water,kilogram,0.0004547688151101795
Iodine,natural resource,kilogram,0.0004385190784378248
Uranium-238,Emissions / Emissions to air,kilo Becquerel,0.00043278491814139345
Aluminium,Emissions / Emissions to air,kilogram,0.0004233644530558437
Acetic Acid,Emissions / Emissions to air,kilogram,0.0004115677184001908
Toluene,Emissions / Emissions to air,kilogram,0.0004088502904019862
Sulfur,Emissions / Emissions to water,kilogram,0.0004080208704663248
Carbon Monoxide (biogenic),Emissions / Emissions to air,kilogram,0.00040751861225463864
Chlorate ion,Emissions / Emissions to water,kilogram,0.0004068178168905634
Iron,Emissions / Emissions to soil,kilogram,0.00039907664701787455
Sodium chloride,resources / in water,kilogram,0.00039721444791063047
"Hydrocarbons, Aliphatic, Alkanes, Unspecified",air,kilogram,0.00039634775958559594
Sulfate Ion,air,kilogram,0.0003898191538786718
"Hydrocarbons, Chlorinated",air,kilogram,0.00038950526445768937
Nitrogen,water,kilogram,0.0003817671762459496
Acetaldehyde,Emissions / Emissions to air,kilogram,0.00037830611012229016
"Oils, Unspecified",Emissions / Emissions to water,kilogram,0.00037668638587203223
Nitrous Oxide,Emissions / Emissions to air,kilogram,0.00037016636763632997
Argon-41,air,kilo Becquerel,0.0003665339743019072
Fluoride Ion,Emissions / Emissions to water,kilogram,0.00035671325160913054
antimony,Emissions / Emissions to water,kilogram,0.00035574821771391035
Potassium,air,kilogram,0.00033979884902750774
Particles (PM2.5),Emissions / Emissions to air,kilogram,0.0003377661708923359
Silicon,Emissions / Emissions to air,kilogram,0.000335620196895196
Sodium,air,kilogram,0.0003340390158534193
Manganese,Emissions / Emissions to air,kilogram,0.00033334024500177305
To Shrub Land,Land use / Land transformation,square meter,0.00033240012417114456
Volatile Organic Compound,Emissions / Emissions to water,kilogram,0.000322189594740322
"Oils, unspecified",Emissions / Emissions to soil,kilogram,0.00032208288037684424
Zinc,Emissions / Emissions to air,kilogram,0.00032144003606620616
Tin atom,Resources / Resources from ground,kilogram,0.0003170928928597426
Copper(2+),Emissions / Emissions to soil,kilogram,0.0003169121554357655
tungsten,Emissions / Emissions to water,kilogram,0.00031670975763700926
"Oils, biogenic",emissions to soil / industrial,kilogram,0.000316640626144176
Ethane,Emissions / Emissions to air,kilogram,0.0003152812562248781
Zinc-65,water,kilo Becquerel,0.00030794317797450935
Sand,soil,kilogram,0.0003051894328111732
"Hydrocarbons, Aromatic",Emissions / Emissions to water,kilogram,0.00030277130517811966
Heptane,Emissions / Emissions to air,kilogram,0.0002974882292344333
"Oils, biogenic",emissions to soil / forestry,kilogram,0.00028084943478375984
molybdenum,Emissions / Emissions to water,kilogram,0.0002790381540118024
Zinc,Emissions / Emissions to water,kilogram,0.0002688433555095768
Nickel,Emissions / Emissions to air,kilogram,0.0002656530281137372
Ozone,air,kilogram,0.000262514711596735
Zinc,Emissions / Emissions to water,kilogram,0.0002525123171492761
